Cs,FA,MA,I,Br,structure,bandgap,glass,ETL,ETL-2,Ethickness,HTL,Hthickness,meta,depositionProcedure,depositionMethod,Anti-solvent,PrecursorSolution,AnnealingTemperature,AnnealingTime,Jsc,Voc,FF,PCE
0.05,0.87,0.08,2.76,0.24,0,1.526575000000001,ITO,BCP,C60,24.2,NiOx/PTAA,59.0034,Ag,one-step,spin,unknown,DMF/DMSO,100.0,30.0,22.35,1.03,0.764,17.7
0.0,0.0,1.0,3.0,0.0,1,1.61,FTO,SnO2,C,40.6,spiro,74.0,Ag,three-step,spin,unknown,DMF/DMSO,100.0,60.0,1.05,21.2,0.74,16.5
0.0,0.4,0.6,2.8,0.2,1,1.617,FTO,TiO2,Al2O3,24.2,NiO,59.0034,C,two-step,spin,unknown,DMF/DMSO,100.0,30.0,22.31,0.953,0.7,14.88
0.06,0.8,0.14,2.58,0.42,1,1.685746666666667,FTO,TiO2,unknown,24.2,spiro,55.0034,Ag,two-step,spin,CB,DMF/DMSO/1.5APL,100.0,30.0,23.53,1.09,0.816,20.97
0.05,0.38,0.57,2.8,0.2,1,1.63,FTO,TiO2,Al2O3,24.2,NiO,59.0034,C,two-step,spin,unknown,DMF/DMSO,100.0,30.0,23.4,1.008,0.7214,17.02
0.1,0.75,0.15,2.55,0.45,1,1.603289999999999,ITO,BilayerSnO2,unknown,34.6,spiro,150.22,Ag,two-step,spin,EA/HEX,DMF/DMSO,100.0,60.0,18.32,1.187,0.7773,15.76
0.0,0.17,0.83,0.0,3.0,1,2.3,FTO,c-TiO2,mp-TiO2,21.2,spiro,94.0034,Au,two-step,spin,CB,DMF/DMSO,100.0,30.0,6.3,1.37,0.81,7.1
0.0,1.0,0.0,3.0,0.0,1,1.52,FTO,SnO2,C,28.0,spiro,172.0,Ag,three-step,spin,unknown,DMF/DMSO,150.0,30.0,0.95,22.3,0.75,16.1
0.05,0.855,0.095,2.75,0.3,1,1.537,FTO,TiO2,unknown,72.6,spiro,200.614,Au,two-step,spin,CB,DMF/DMSO,100.0,60.0,24.13,1.131,0.768,21
0.15,0.85,0.0,3.0,0.0,1,1.54,FTO,c-TiO2,unknown,28.0,spiro,172.0,Ag,one-step,spin,unknown,DMF/DMSO,185.0,30.0,22.61,0.86,0.64,12.35 
0.0,0.85,0.15,2.55,0.45,1,1.62,FTO,c-TiO2,mp-TiO2,26.20800000000001,spiro,190.22,Au,one-step,spin,CB,DMF/DMSO,100.0,60.0,21.47,1.027,0.6916,15.24
0.05,0.8075,0.1425,2.55,0.45,1,1.691170000000001,FTO,CsF/SnO2,unknown,72.6,D4TBP/spiro,200.62,Au,two-step,spin,CB,DMF/DMSO,100.0,60.0,23.2,1.16,0.76,20.4
0.05,0.7885,0.1615,2.7,0.3,0,1.55,FTO,PCBM,BCP,40.6,ployTPD:F4-TCNQ,74.0,Ag,three-step,CAGQ,unknown,DMF/DMSO,100.0,60.0,0.1,11.2,0.19,0.3
0.25,0.5625,0.1875,2.7,0.3,0,1.64,ITO,C,BCP,22.2,PTAA,94.0034,Cu,two-step,spin,unknown,DMF/NMP,100.0,30.0,19.9,1.07,0.805,17.1
0.06,0.45,0.49,1.86,0.96,1,1.8,FTO,SnO2,unknown,21.2,spiro,94.0034,C,one-step,VTA,CB,DMF/DMSO,100.0,30.0,13.0,1.05,0.51,8.6
0.1,0.9,0.0,3.0,0.0,1,1.60582,ITO,ZnO2,unknown,28.0,spiro,172.0,Ag,two-step,spin,CB,DMSO,130.0,5.0,20.36,1.11,0.706,15.96
0.0,0.5,0.5,3.0,0.0,1,1.6901540000000002,FTO,c-TiO2,mp-TiO2,52.0,spiro,104.0,Au,one-step,spin,toluene,DMSO,120.0,60.0,19.92,0.929,0.5499,10.18
0.05,0.8,0.15,2.55,0.45,1,1.53797,FTO,TiO2,unknown,34.008,spiro,190.22,Au,two-step,spin,CB,DMF/DMSO,100.0,60.0,22.595,1.065,0.73,17.6
0.0,0.75,0.25,3.0,0.0,1,1.545,FTO,c-TiO2,mp-TiO2,28.0,spiro,172.0,Au,one-step,spin,toluene,DMF,140.0,10.0,21.1,1.03,0.7138,15.51
0.4,0.6,0.0,2.1,0.9,0,1.75,ITO,C,BCP,21.2,PTAA,98.0034,Ag,three-step,spin,unknown,DMF/DMSO,100.0,30.0,1.17,17.5,0.8,16.3
0.25,0.75,0.0,3.0,0.0,1,1.60582,ITO,ZnO2,unknown,28.0,spiro,172.0,Ag,two-step,spin,CB,DMSO,130.0,5.0,19.5,1.1,0.6344,13.61
0.1,0.9,0.0,3.0,0.0,1,1.55,FTO,c-TiO2,unknown,28.0,spiro,172.0,Ag,one-step,spin,diethyl ether,DMF,150.0,5.0,23.5,1.06,0.663,16.5
0.05,0.87,0.08,2.76,0.24,0,1.695760000000001,ITO,BCP,C60,24.2,NiOx,52.0034,Ag,one-step,spin,unknown,DMF/DMSO,100.0,30.0,21.82,0.87,0.783,14.8
0.07,0.9,0.03,2.76,0.24,1,1.68347,FTO,c-TiO2,mp-TiO2,28.0,spiro/Gual,172.0,Au,two-step,spin,CB,DMF/DMSO/EAI/GuaI,150.0,30.0,22.09,1.11,0.6,14.8
0.05,0.75,0.2,2.49,0.51,1,1.68347,FTO,c-TiO2,mp-TiO2,32.0,spiro,50.0314,Au,two-step,spin,CB,DMF/DMSO,100.0,60.0,17.9,0.913,0.52,8.5
0.1,0.0,0.9,1.8,1.2,0,1.81,ITO,PCBM,BCP,22.2,ployTPD:PEDOT:PSS,139.2,Ag,one-step,spin,toluene,DMF/DMSO,100.0,10.0,1.14,16.9,0.78,15.1
0.0,1.0,0.0,3.0,0.0,1,1.6901540000000004,FTO,c-TiO2,unknown,28.0,spiro,172.0,Ag,three-step,spin,toluene,DMF/DMSO,170.0,10.0,19.69,1.06,0.68,14.2
0.0,0.0,1.0,0.0,3.0,1,2.31,FTO,c-TiO2,mp-TiO2,21.2,spiro,94.0034,Au,two-step,spin,CB,DMF/DMSO,100.0,30.0,5.9,1.41,0.67,5.6
0.05,0.8075,0.1425,2.55,0.45,1,1.695760000000001,FTO,c-TiO2,mp-TiO2,34.6,PTB7,160.22,Au,three-step,spin,CB,DMF/DMSO,100.0,60.0,13.65,1.05,0.48,6.91
0.0,0.33,0.67,3.0,0.0,1,1.56,FTO,c-TiO2,mp-TiO2,24.2,spiro,59.0034,Au,two-step,spin,CB,DMF/DMSO,100.0,30.0,22.3,1.0,0.65,14.3
0.08,0.7636,0.1564,2.49,0.51,1,1.603289999999999,FTO,TiO2,unknown,60.0,spiro,80.0,Au,two-step,spin,CB,DMF/DMSO,110.0,60.0,21.05,1.09,0.6731,15.58
0.05,0.8075,0.1425,2.55,0.45,1,1.695760000000001,FTO,c-TiO2,mp-TiO2,34.4,RCP–BTT/dopant,150.22,Au,three-step,spin,CB,DMF/DMSO,100.0,60.0,19.41,1.09,0.69,14.57
0.1,0.747,0.153,2.49,0.51,1,1.695760000000001,FTO,c-TiO2,mp-TiO2,26.20800000000001,spiro,190.22,Au,unknown,Inkjet-Printed,unknown,DMF/DMSO,100.0,60.0,21.5,1.06,0.67,12.9
0.2,0.8,0.0,3.0,0.0,1,1.60582,ITO,ZnO2,unknown,28.0,spiro,172.0,Ag,two-step,spin,CB,DMSO,130.0,5.0,19.56,1.1,0.6895,14.48
0.0,0.95,0.05,2.94,0.06,1,1.69477,FTO,c-TiO2,mp-TiO2,28.0,spiro,172.0,Au,one-step,spin,CB,DMF/DMSO,150.0,30.0,20.18,0.972,0.665,13.04
0.05,0.7885,0.1615,2.49,0.51,1,2.318669246031747,FTO,TiO2,unknown,24.2,spiro,61.2,Ag,two-step,spin,CB,DMF/DMSO,100.0,5.0,23.78,1.145,0.7789,21.15
0.05,0.8,0.15,2.25,0.75,1,1.65,unknown,unknown,unknown,37.4,unknown,131.2,unknown,unknown,unknown,unknown,unknown,104.0,38.0,21.2,1.22,0.76,20.8
0.05,0.8075,0.1425,2.55,0.45,1,1.695760000000001,FTO,c-TiO2,mp-TiO2,34.6,PTB7/dopant,150.22,Au,three-step,spin,CB,DMF/DMSO,100.0,60.0,18.23,1.06,0.62,12.02
0.05,0.7885,0.1615,2.49,0.51,0,1.698575,FTO,PCBM,TiO2/BCP,32.6,PEDOT:PSS,150.22,Ag,unknown,spin,CB,DMF/DMSO,100.0,60.0,20.2,0.86,0.7076399999999999,13.2
0.05,0.7885,0.1615,2.49,0.51,1,1.756820000000002,FTO,TiO2,unknown,52.0,spiro,104.0,Au,two-step,spin,CB,DMF/DMSO,110.0,50.0,22.28,1.104,0.702,17.28
0.05,0.81,0.14,2.55,0.45,1,1.60582,ITO,SnO2,unknown,34.008,spiro,190.22,Au,two-step,spin,CB,DMF/DMSO,100.0,60.0,22.3,1.08,0.751,18.1
0.6,0.332,0.068,2.49,0.51,1,1.695760000000001,FTO,c-TiO2,mp-TiO2,34.6,spiro,160.22,Au,two-step,spin,CB,DMF/DMSO,100.0,60.0,16.0,0.96,0.7,10.8
0.0,0.85,0.15,2.7,0.3,1,1.58,ITO,TiO2,unknown,24.2,spiro,65.2,Au,one-step,spin,CB,DMF/DMSO,100.0,10.0,21.3,1.06,0.7,15.3
0.0,0.17,0.83,2.5,0.5,1,1.63,FTO,c-TiO2,mp-TiO2,24.2,spiro,59.0034,Au,two-step,spin,CB,DMF/DMSO,100.0,30.0,22.7,1.04,0.68,16
0.05,0.8,0.15,2.7,0.3,1,1.59,ITO,NiOx,unknown,28.0,BCP,172.0,Ag,two-step,spin,CB,DMF/DMSO/GBL,115.0,20.0,23.12,1.16,0.8237,22.09
0.05,0.7885,0.1615,2.49,0.51,1,1.633519999999999,ITO,SnO2,unknown,52.0,7TPFPB/spiro,104.0,Au,two-step,spin,CB,DMF/DMSO,110.0,50.0,22.81,1.152,0.772,20.28
0.0,1.0,0.0,1.5,1.5,1,1.91,FTO,c-TiO2,mp-TiO2,21.2,spiro,94.0034,Au,two-step,spin,CB,DMF/DMSO,100.0,30.0,7.1,1.06,0.5,3.7
0.05,0.7885,0.1615,0.9,2.1,1,1.69477,ITO,SnO2,unknown,22.2,spiro,139.2,Au,two-step,R2R,CB,DMF/DMSO,100.0,10.0,10.52,1.13,0.576,6.88
0.17,0.83,0.0,1.8,1.2,0,1.68654,ITO,C,BCP,21.2,2PACz,94.0034,Ag,unknown,spin,ANI,DMF/DMSO,100.0,30.0,17.0,1.21,0.75,15.2
0.0,0.85,0.15,2.25,0.75,1,1.65,ITO,TiO2,unknown,22.2,spiro,139.2,Au,one-step,spin,CB,DMF/DMSO,100.0,10.0,17.91,1.07,0.64,11.17
0.3,0.6,0.1,2.4,0.6,1,1.7,unknown,unknown,unknown,32.0,unknown,159.0,unknown,unknown,unknown,unknown,unknown,129.0,38.0,19.6,1.2,0.82,19.2
0.1,0.9,0.0,3.0,0.0,1,1.53,FTO,c-TiO2,unknown,28.0,spiro,172.0,Ag,one-step,spin,unknown,DMF/DMSO,185.0,30.0,22.25,0.69,0.45,6.82 
0.2,0.8,0.0,1.95,1.05,0,1.76,FTO,PCBM,BCP,28.0,ployTPD:F4-TCNQ,172.0,Ag,three-step,spin,unknown,DMF/DMSO,150.0,30.0,1.07,14.3,0.76,11.6
0.05,0.54,0.41,2.94,0.06,1,1.63836,ITO,SnO2,unknown,28.0,spiro,172.0,Au,two-step,spin,unknown,DMF/DMSO/NaF,150.0,15.0,24.23,1.126,0.8035,21.92
0.05,0.55,0.4,2.88,0.12,1,1.685576666666667,FTO,c-TiO2,SnO2,28.0,spiro,172.0,Au,two-step,coat,unknown,DMF/DMSO,150.0,15.0,22.5,1.089,0.73,18
0.0,0.4,0.6,3.0,0.0,1,1.694840000000001,TCO,ZnO,unknown,32.0,PEDOT:PSS,159.0,Ag,two-step,R2R,CB,unknown,134.0,17.0,19.6,1.04,0.538,11
0.6,0.4,0.0,1.8,1.2,0,1.78,ITO,PCBM,BCP,30.0,PTAA,165.0,Ag,one-step,spin,CB,DMF/DMSO,130.0,10.0,1.12,14.0,0.774,12.1
0.17,0.83,0.0,1.8,1.2,0,1.75,ITO,C,BCP,21.2,PTAA,98.0034,Ag,three-step,spin,unknown,DMF/DMSO,100.0,30.0,1.13,17.4,0.74,14.6
0.04,0.92,0.04,3.0,0.0,0,1.559198888888889,ITO,BCP,unknown,26.2,PTAA,25.0,Ag,two-step,spin,GP,DMF/DMSO,100.0,15.0,24.79,1.05,0.8176,21.08
0.05,0.87,0.08,2.76,0.24,0,1.695760000000001,ITO,BCP,C60,24.2,PTAA,55.0034,Ag,one-step,spin,unknown,DMF/DMSO/KSCN,100.0,30.0,22.54,1.02,0.803,18.5
0.05,0.87,0.08,2.76,0.24,0,1.529135450293171,ITO,BCP,C60,24.2,PTAA,59.0034,Ag,one-step,spin,unknown,DMF/DMSO/4F-PEAI,100.0,30.0,22.25,1.05,0.759,18
0.25,0.5625,0.1875,2.49,0.51,0,1.68,ITO,C,BCP,21.2,PTAA,94.0034,Cu,two-step,spin,unknown,DMF/NMP,100.0,30.0,18.1,1.13,0.674,13.8
0.2,0.0,0.8,3.0,0.0,0,1.57,ITO,PCBM,unknown,24.0,PEDOT:PSS,198.0,Al,one-step,spin,toluene,GBL/DMF,110.0,10.0,6.76,1.04,0.65,4.58
0.04,0.92,0.04,3.0,0.0,0,1.63836,ITO,BCP,unknown,26.2,PTAA,25.0,Ag,two-step,spin,CB,DMF/DMSO,100.0,15.0,24.03,0.98,0.7495,17.62
0.2,0.8,0.0,2.84,0.16,1,1.58,FTO,c-TiO2,mp-TiO2,24.2,spiro,61.2,Au,two-step,spin,CB,DMF/DMSO,100.0,10.0,21.9,1.073,0.742,17.35
0.05,0.87,0.08,2.76,0.24,0,1.695760000000001,ITO,BCP,C60,24.2,PTAA,59.0034,Ag,one-step,spin,unknown,DMF/DMSO/BMIM:BF4/Ga(AcAc)3,100.0,30.0,22.39,1.04,0.718,16.7
0.15,0.75,0.1,3.0,0.0,1,1.60582,ITO,ZnO2,unknown,26.0,spiro,120.0,Ag,two-step,spin,CB,DMSO,110.0,5.0,23.15,1.13,0.7681,20.09
0.06,0.8,0.14,2.58,0.42,1,1.69477,FTO,TiO2,unknown,24.2,spiro,59.0034,Ag,two-step,spin,CB,DMF/DMSO,100.0,30.0,23.06,1.09,0.779,19.61
0.0,1.0,0.0,1.0,2.0,1,1.97,FTO,c-TiO2,mp-TiO2,21.2,spiro,94.0034,Au,two-step,spin,CB,DMF/DMSO,100.0,30.0,12.8,1.14,0.52,7.5
0.0,0.0,1.0,3.0,0.0,1,1.59,FTO,c-TiO2,mp-TiO2,23.2,spiro,55.2034,Au,two-step,spin,CB,DMF/DMSO,100.0,30.0,21.2,0.91,0.54,10.3
0.05,0.7885,0.1615,2.49,0.51,0,1.695760000000001,FTO,C,unknown,32.8,NiOx,150.22,Ag,two-step,spin,CB,DMF/DMSO,100.0,60.0,20.29,1.0788,0.7274,13.7
0.06,0.79,0.15,2.55,0.45,1,1.59,FTO,c-TiO2,mp-TiO2,34.008,spiro,190.22,Au,two-step,spin,CB,DMF/DMSO,100.0,60.0,22.6,1.05,0.73,17.3
0.2134,0.7566,0.03,2.473,0.4365,1,1.67,unknown,unknown,unknown,30.2,unknown,143.0034,unknown,unknown,unknown,unknown,unknown,100.0,44.0,20.2,1.22,0.832,20.4
0.0,0.4,0.6,3.0,0.0,1,1.53,FTO,c-TiO2,mp-TiO2,23.2,spiro,100.2,Au,two-step,spin,toluene,DMF,75.0,10.0,21.2,1.003,0.7,14.9
0.065,0.6545,0.2805,2.67,0.33,1,1.685390000000001,ITO,SnO2,unknown,28.0,3PeRyLene/P3HT/MoO3,172.0,Al,two-step,spin,unknown,DMF/DMSO,150.0,15.0,23.43,1.02,0.6196,15.06
0.05,0.7885,0.1615,2.49,0.51,0,1.63836,FTO,PCBM,unknown,34.008,PEDOT:PSS,190.22,Ag,two-step,spin,CB,DMF/DMSO,100.0,60.0,22.28,0.94,0.72,15.06
0.0,0.5,0.5,0.0,3.0,1,2.28,FTO,c-TiO2,mp-TiO2,21.2,spiro,94.0034,Au,two-step,spin,CB,DMF/DMSO,100.0,30.0,7.0,1.39,0.73,7.1
0.05,0.8,0.15,1.8,1.2,1,1.768,ITO,TiO2,unknown,42.4,CuSCN,102.0,Cu,unknown,unknown,unknown,unknown,100.0,44.0,14.899,1.32,0.651,12.803
0.45,0.55,0.0,3.0,0.0,1,1.675392,FTO,c-TiO2,unknown,28.0,spiro,172.0,Ag,three-step,spin,toluene,DMF/DMSO,170.0,10.0,18.09,0.94,0.56,9.6
0.05,0.9,0.05,3.0,0.0,1,1.548300000000001,FTO,c-TiO2,mp-TiO2,72.6,spiro,150.428,Au,one-step,spin,CB,DMF/DMSO/DmmimCl,100.0,60.0,25.26,1.153,0.8398,24.46
0.0,0.85,0.15,2.55,0.45,1,1.695760000000001,ITO,SnO2,unknown,28.0,spiro,172.0,Au,two-step,spin,EA/0.2Hex,DMF/DMSO,130.0,30.0,21.95,1.15,0.7057,17.75
0.05,0.79,0.16,2.5,0.5,1,1.68654,ITO,TiO2,unknown,34.6,ClS,150.22,Au,two-step,spin,CB,DMF/DMSO,100.0,60.0,17.36,1.03,0.71,12.77
0.05,0.7885,0.1615,1.95,1.05,1,1.788191666666668,ITO,SnO2,unknown,22.2,spiro,139.2,Au,two-step,R2R,CB,DMF/DMSO,100.0,10.0,17.17,1.09,0.7583,14.24
0.05,0.7885,0.1615,2.49,0.51,1,1.603289999999999,FTO,c-TiO2,mp-TiO2,82.0,spiro,252.0,Au,one-step,spin,T,DMF/DMSO,100.0,60.0,23.6,1.15,0.73,19.9
0.0,0.67,0.33,0.0,3.0,1,2.28,FTO,c-TiO2,mp-TiO2,21.2,spiro,94.0034,Au,two-step,spin,CB,DMF/DMSO,100.0,30.0,7.0,1.35,0.58,5.5
0.0,0.85,0.15,2.85,0.15,1,1.55,FTO,SnO2,C,28.0,spiro,172.0,Ag,three-step,CAGQ,unknown,DMF/DMSO,150.0,30.0,0.9,18.4,0.46,7.7
0.05,0.7885,0.1615,2.49,0.51,1,1.633519999999999,FTO,Li-TiO2,unknown,72.6,spiro,200.62,Au,one-step,coat,CB,DMF/DMSO,100.0,60.0,23.3,1.08,0.738,17.3
1.0,0.0,0.0,1.0,2.0,1,1.844525634920634,FTO,c-TiO2,unknown,28.0,spiro,172.0,Ag,two-step,spin,unknown,DMSO,225.0,10.0,11.5,1.26,0.73,10.6
0.2,0.8,0.0,3.0,0.0,1,1.56,FTO,c-TiO2,mp-TiO2,24.2,spiro,65.2,Au,two-step,spin,CB,DMF/DMSO,100.0,10.0,21.5,1.017,0.701,15.69
0.05,0.7885,0.1615,2.49,0.51,1,1.603289999999999,FTO,c-TiO2,mp-TiO2,80.0,spiro,250.0,Au,one-step,spin,CB,DMF/DMSO,100.0,60.0,23.5,1.11,0.77,20.1
0.5,0.4,0.1,2.49,0.51,1,1.7,ITO,C60,unknown,46.4,TaTm,102.0,Au,Vacuum Deposited,unknown,unknown,unknown,112.0,34.0,17.0,1.146,0.82,16
0.05,0.7885,0.1615,0.0,3.0,1,1.69757,ITO,SnO2,unknown,22.2,spiro,139.2,Au,two-step,R2R,CB,DMF/DMSO,100.0,10.0,6.01,1.31,0.5524,4.36
0.0,0.4,0.6,3.0,0.0,0,1.53,ITO,PCBM,unknown,22.2,PEDOT:PSS,135.2,Ag,two-step,spin,toluene,GBL/DMSO,100.0,5.0,20.96,0.979,0.647,13.28
0.05,0.8,0.15,2.55,0.45,1,1.69477,FTO,c-TiO2,unknown,34.008,spiro,190.22,Au,one-step,spin,CB,DMF/DMSO/0.6Pr,100.0,60.0,22.31,1.085,0.76,18.04
0.25,0.5625,0.1875,2.4,0.6,0,1.7,ITO,C,BCP,21.2,PTAA,94.0034,Cu,two-step,spin,unknown,DMF/NMP,100.0,30.0,17.8,1.12,0.705,14.1
0.0,0.67,0.33,1.5,1.5,1,1.85,FTO,c-TiO2,mp-TiO2,21.2,spiro,94.0034,Au,two-step,spin,CB,DMF/DMSO,100.0,30.0,15.3,1.11,0.69,11.7
0.0,0.0,1.0,3.0,0.0,1,1.70642,ITO,SnO2,unknown,20.0,spiro,220.0,Ag,two-step,spin,CB,DMF/DMSO,100.0,10.0,20.1,1.05,0.688,14.6
0.065,0.6545,0.2805,2.67,0.33,1,1.527401666666667,ITO,SnO2,unknown,28.0,P3HT/MoO3,172.0,Al,two-step,spin,unknown,DMF/DMSO,150.0,15.0,21.12,1.02,0.6057,12.87
0.05,0.7885,0.1615,2.49,0.51,1,1.6,FTO,TiO2,unknown,0.04,CuSbS2,0.1,Pt,two-step,spin,CB,DMF:DMSO:NMP,100.0,60.0,22.68,1.14,0.76,19.61
0.0,0.0,1.0,3.0,0.0,1,1.59,FTO,SnO2,C,40.6,spiro,74.0,Ag,three-step,spin,unknown,DMF,100.0,60.0,1.01,21.4,0.66,14.6
0.05,0.7885,0.1615,2.49,0.51,1,1.56211,ITO,SnO2,unknown,30.0,spiro,165.0,Ag,one-step,spin,CB,DMF/DMSO,120.0,0.0,20.17,1.12,0.6634,15.03
0.05,0.76,0.19,2.45,0.6,1,1.572,FTO,TiO2,unknown,72.6,spiro,200.62,Au,two-step,spin,CB,DMF/DMSO,100.0,60.0,23.29,1.156,0.765,20.6
0.065,0.6545,0.2805,2.67,0.33,1,1.685390000000001,ITO,SnO2,unknown,28.0,4PeRyLene/P3HT/MoO3,172.0,Al,two-step,spin,unknown,DMF/DMSO,150.0,15.0,22.36,1.02,0.6199,14.19
0.05,0.8075,0.1425,2.6,0.45,1,1.546,FTO,TiO2,unknown,72.6,spiro,200.62,Au,two-step,spin,CB,DMF/DMSO,100.0,60.0,23.61,1.135,0.777,20.7
0.07,0.9,0.03,2.76,0.24,1,1.695760000000001,FTO,c-TiO2,mp-TiO2,28.0,spiro/Gual,172.0,Au,two-step,spin,CB,DMF/DMSO/IAI,150.0,30.0,23.85,1.15,0.79,22.11
0.0,0.17,0.83,1.0,2.0,1,1.99,FTO,c-TiO2,mp-TiO2,21.2,spiro,94.0034,Au,two-step,spin,CB,DMF/DMSO,100.0,30.0,5.1,0.94,0.74,3.5
0.0,0.17,0.83,1.5,1.5,1,1.86,FTO,c-TiO2,mp-TiO2,21.2,spiro,94.0034,Au,two-step,spin,CB,DMF/DMSO,100.0,30.0,10.3,1.07,0.79,8.7
0.0,0.85,0.15,2.85,0.15,1,1.55,ITO,TiO2,unknown,23.2,spiro,104.2,Au,one-step,spin,CB,DMF/DMSO,100.0,10.0,20.96,1.01,0.61,14.29
0.1,0.747,0.153,2.49,0.51,1,1.547440000000001,ITO,SnO2,unknown,72.6,spiro,150.428,Au,two-step,spin,ANI,DMF/DMSO,100.0,60.0,25.42,1.049,0.758,20.21
0.0,0.85,0.15,2.55,0.45,1,1.69757,FTO,ALD-SnO2,unknown,32.6,spiro,190.22,Au,two-step,spin,CB,DMF/DMSO,100.0,60.0,21.3,1.14,0.74,18.4
0.05,0.7885,0.1615,2.49,0.51,1,1.685913333333334,ITO,SnO2,unknown,30.0,spiro,165.0,Ag,one-step,spin,CB,DMF/DMSO,120.0,15.0,20.91,1.14,0.7513,17.97
0.0,0.5,0.5,3.0,0.0,1,1.55,FTO,c-TiO2,mp-TiO2,22.2,spiro,94.0034,Au,two-step,spin,CB,DMF/DMSO,100.0,30.0,19.6,0.96,0.68,12.8
0.05,0.915,0.085,2.745,0.255,1,1.685390000000001,FTO,c-TiO2,mp-TiO2,22.2,spiro,135.2,Au,one-step,spin,unknown,DMF/DMSO,100.0,3.0,20.6,1.084,0.625,14
0.0,0.83,0.17,2.49,0.51,1,1.603289999999999,FTO,TiO2,unknown,60.0,spiro,80.0,Au,two-step,spin,CB,DMF/DMSO,110.0,60.0,8.507,1.02,0.4096,3.57
0.15,0.6375,0.2125,2.49,0.51,0,1.65,ITO,C,BCP,22.2,PTAA,94.0034,Cu,two-step,spin,unknown,DMF/NMP,100.0,30.0,20.3,1.09,0.757,16.8
0.05,0.81,0.14,2.55,0.45,1,1.57,unknown,unknown,unknown,39.0,unknown,106.0,unknown,unknown,unknown,unknown,unknown,110.0,44.0,22.16,1.23,0.78,21.1
