Cs,FA,MA,I,Br,structure,bandgap,substrate,ETL,ETL-2,ETLthickness,HTL,HTLthickness,electrode,depositionProcedure,depositionMethod,Anti-solvent,PrecursorSolvent,AnnealingTemperature,AnnealingTime,Jsc,Voc,FF,PCE
0.1,0.747,0.153,2.49,0.51,1,,15.131265603223945,15.569879212259472,,,14.50981884057955,,14.127791666767372,15.043190661450348,14.540728643216081,14.864158233543485,14.00101851851855,100.0,60.0,25.42,1.049,0.758,20.21
0.05,0.9,0.05,3.0,0.0,1,,13.748588709770196,13.488257532983164,13.549629738678034,,14.50981884057955,,14.127791666767372,13.387363546219715,14.540728643216081,14.234280155654995,14.00101851851855,100.0,60.0,25.32,1.122,0.8365,23.76
0.05,0.9,0.05,3.0,0.0,1,,13.748588709770196,13.488257532983164,13.549629738678034,,14.50981884057955,,14.127791666767372,13.387363546219715,14.540728643216081,14.234280155654995,15.903232442836728,100.0,60.0,25.26,1.153,0.8398,24.46
0.05,0.81,0.14,2.55,0.45,1,,15.131265603223945,15.221474042549245,14.408028746648979,,14.50981884057955,,14.127791666767372,13.387363546219715,14.540728643216081,,14.00101851851855,120.0,10.0,24.1,1.16,0.72,20.12
0.05,0.85,0.15,2.55,0.45,0,,15.131265603223945,11.944967703183918,14.641134841501424,,15.76762475068065,,15.271361592621036,13.387363546219715,14.540728643216081,15.05382034437659,14.00101851851855,100.0,60.0,23.36,1.04,0.7895,19.18
0.05,0.7885,0.1615,2.49,0.51,1,,13.748588709770196,15.159048660965988,15.217570788318355,,14.50981884057955,,14.127791666767372,15.043190661450348,14.540728643216081,14.234280155654995,14.00101851851855,110.0,50.0,23.65,1.184,0.71,20.09
0.05,0.7885,0.1615,2.49,0.51,1,,13.748588709770196,15.159048660965988,,,14.50981884057955,,14.127791666767372,15.043190661450348,14.540728643216081,14.234280155654995,14.00101851851855,110.0,50.0,22.28,1.104,0.702,17.28
0.05,0.915,0.085,2.745,0.255,1,,13.748588709770196,13.488257532983164,13.549629738678034,,14.50981884057955,,14.127791666767372,13.387363546219715,14.540728643216081,,14.00101851851855,100.0,3.0,20.6,1.084,0.625,14.0
0.05,0.83,0.17,2.49,0.51,1,,13.748588709770196,13.488257532983164,13.549629738678034,,14.50981884057955,,14.127791666767372,13.387363546219715,14.540728643216081,,14.00101851851855,100.0,3.0,18.9,1.113,0.577,12.1
0.05,0.745,0.255,2.235,0.765,1,,13.748588709770196,13.488257532983164,13.549629738678034,,14.50981884057955,,14.127791666767372,13.387363546219715,14.540728643216081,,14.00101851851855,100.0,3.0,18.56,1.016,0.6116,11.54
0.0,0.95,0.05,2.94,0.06,1,,13.748588709770196,13.488257532983164,13.549629738678034,,14.50981884057955,,14.127791666767372,13.387363546219715,14.540728643216081,14.234280155654995,14.00101851851855,150.0,30.0,20.18,0.972,0.665,13.04
0.05,0.87,0.08,2.76,0.24,0,,15.131265603223945,15.922031015204523,15.679404139433549,,15.76762475068065,,15.271361592621036,13.387363546219715,14.540728643216081,,14.00101851851855,100.0,30.0,21.86,1.0,0.77,16.9
0.05,0.87,0.08,2.76,0.24,0,,15.131265603223945,15.922031015204523,15.679404139433549,,15.03662853057088,,15.271361592621036,13.387363546219715,14.540728643216081,,14.852116051924114,100.0,30.0,22.99,1.04,0.745,17.8
0.05,0.87,0.08,2.76,0.24,0,,15.131265603223945,15.922031015204523,15.679404139433549,,15.03662853057088,,15.271361592621036,13.387363546219715,14.540728643216081,,14.816653285698992,100.0,30.0,22.83,1.035,0.712,16.3
0.05,0.87,0.08,2.76,0.24,0,,15.131265603223945,15.922031015204523,15.679404139433549,,15.03662853057088,,15.271361592621036,13.387363546219715,14.540728643216081,,14.00101851851855,100.0,30.0,22.35,1.03,0.764,17.7
0.05,0.87,0.08,2.76,0.24,0,,15.131265603223945,15.922031015204523,15.679404139433549,,15.029404139433549,,15.271361592621036,13.387363546219715,14.540728643216081,,14.00101851851855,100.0,30.0,21.82,0.87,0.783,14.8
0.05,0.87,0.08,2.76,0.24,0,,15.131265603223945,15.922031015204523,15.679404139433549,,15.76762475068065,,15.271361592621036,13.387363546219715,14.540728643216081,,14.776503060227792,100.0,30.0,22.39,1.04,0.718,16.7
0.05,0.87,0.08,2.76,0.24,0,,15.131265603223945,15.922031015204523,15.679404139433549,,15.03662853057088,,15.271361592621036,13.387363546219715,14.540728643216081,,15.050707542784796,100.0,30.0,22.92,1.08,0.781,19.2
0.05,0.87,0.08,2.76,0.24,0,,15.131265603223945,15.922031015204523,15.679404139433549,,15.76762475068065,,15.271361592621036,13.387363546219715,14.540728643216081,,14.852116051924114,100.0,30.0,22.48,1.02,0.712,16.3
0.05,0.87,0.08,2.76,0.24,0,,15.131265603223945,15.922031015204523,15.679404139433549,,15.76762475068065,,15.271361592621036,13.387363546219715,14.540728643216081,,14.816653285698992,100.0,30.0,22.16,1.05,0.75,17.3
0.05,0.87,0.08,2.76,0.24,0,,15.131265603223945,15.922031015204523,15.679404139433549,,15.76762475068065,,15.271361592621036,13.387363546219715,14.540728643216081,,14.750481365355192,100.0,30.0,21.65,1.03,0.725,16.5
0.05,0.87,0.08,2.76,0.24,0,,15.131265603223945,15.922031015204523,15.679404139433549,,15.76762475068065,,15.271361592621036,13.387363546219715,14.540728643216081,,14.97166577177229,100.0,30.0,21.93,1.02,0.802,18.2
0.05,0.87,0.08,2.76,0.24,0,,15.131265603223945,15.922031015204523,15.679404139433549,,15.76762475068065,,15.271361592621036,13.387363546219715,14.540728643216081,,14.854568144845592,100.0,30.0,22.46,0.98,0.783,17.3
0.05,0.87,0.08,2.76,0.24,0,,15.131265603223945,15.922031015204523,15.679404139433549,,15.76762475068065,,15.271361592621036,13.387363546219715,14.540728643216081,,15.050707542784796,100.0,30.0,22,1.05,0.766,17.7
0.05,0.87,0.08,2.76,0.24,0,,15.131265603223945,15.922031015204523,15.679404139433549,,15.76762475068065,,15.271361592621036,13.387363546219715,14.540728643216081,,14.93263322946339,100.0,30.0,21.87,1.02,0.799,17.9
0.05,0.87,0.08,2.76,0.24,0,,15.131265603223945,15.922031015204523,15.679404139433549,,15.76762475068065,,15.271361592621036,13.387363546219715,14.540728643216081,,14.711448823046293,100.0,30.0,22.74,0.97,0.738,16.2
0.05,0.87,0.08,2.76,0.24,0,,15.131265603223945,15.922031015204523,15.679404139433549,,15.76762475068065,,15.271361592621036,13.387363546219715,14.540728643216081,,15.01069831408119,100.0,30.0,22.54,1.02,0.803,18.5
0.05,0.87,0.08,2.76,0.24,0,,15.131265603223945,15.922031015204523,15.679404139433549,,15.76762475068065,,15.271361592621036,13.387363546219715,14.540728643216081,,14.373166789702498,100.0,30.0,20.1,0.99,0.68,13.6
0.05,0.87,0.08,2.76,0.24,0,,15.131265603223945,15.922031015204523,15.679404139433549,,15.76762475068065,,15.271361592621036,13.387363546219715,14.540728643216081,,15.036720008953788,100.0,30.0,22.06,1.07,0.798,18.7
0.05,0.87,0.08,2.76,0.24,0,,15.131265603223945,15.922031015204523,15.679404139433549,,15.76762475068065,,15.271361592621036,13.387363546219715,14.540728643216081,,14.94564407689969,100.0,30.0,22.25,1.05,0.759,18.0
0.05,0.87,0.08,2.76,0.24,0,,15.131265603223945,15.922031015204523,15.679404139433549,,15.76762475068065,,15.271361592621036,13.387363546219715,14.540728643216081,,14.138971535849103,100.0,30.0,21.4,0.92,0.589,11.8
0.0,0.0,1.0,2.55,0.45,1,,13.748588709770196,15.159048660965988,,,14.50981884057955,,14.127791666767372,15.043190661450348,14.540728643216081,14.234280155654995,14.00101851851855,100.0,60.0,20.5,1.0254,0.7,14.7
0.0,0.85,0.15,2.55,0.45,1,,13.748588709770196,15.159048660965988,,,14.50981884057955,,14.127791666767372,15.043190661450348,14.540728643216081,14.234280155654995,14.00101851851855,100.0,60.0,22.04,1.0285,0.72,16.3
0.05,0.8,0.15,2.55,0.45,1,,13.748588709770196,15.159048660965988,,,14.50981884057955,,14.127791666767372,15.043190661450348,14.540728643216081,14.234280155654995,14.00101851851855,100.0,60.0,22.595,1.065,0.73,17.6
0.05,0.8,0.15,2.55,0.45,1,,13.748588709770196,15.159048660965988,,,14.50981884057955,,14.127791666767372,15.043190661450348,14.540728643216081,14.234280155654995,15.270915262807184,100.0,60.0,23.06,1.1395,0.78,20.5
0.05,0.8,0.15,2.55,0.45,1,,13.748588709770196,15.159048660965988,,,14.50981884057955,,14.127791666767372,15.043190661450348,14.540728643216081,14.234280155654995,15.290431533961634,100.0,60.0,23.215,1.162,0.765,20.65
0.05,0.81,0.14,2.55,0.45,1,,13.748588709770196,15.159048660965988,,,14.50981884057955,,14.127791666767372,15.043190661450348,14.540728643216081,14.234280155654995,14.00101851851855,,,28.48,1.02,0.5505,15.99
0.05,0.79,0.16,2.45,0.55,1,,13.748588709770196,13.488257532983164,13.549629738678034,,14.50981884057955,,14.127791666767372,,,,,,,18.85,1.09,0.6975,14.32
0.05,0.55,0.4,2.88,0.12,1,,13.748588709770196,13.488257532983164,14.94564407689969,,14.50981884057955,,14.127791666767372,15.043190661450348,14.908969235021235,,14.00101851851855,150.0,15.0,22.5,1.089,0.73,18.0
0.0,0.83,0.17,2.49,0.51,1,,13.748588709770196,13.488257532983164,13.549629738678034,,14.50981884057955,,14.127791666767372,15.043190661450348,14.540728643216081,14.234280155654995,14.00101851851855,100.0,60.0,20.2,1.13,0.64,14.6
0.1,0.747,0.153,2.49,0.51,1,,13.748588709770196,13.488257532983164,13.549629738678034,,14.50981884057955,,14.127791666767372,15.043190661450348,14.540728643216081,14.234280155654995,14.00101851851855,100.0,60.0,23.6,1.11,0.77,20.2
0.2,0.664,0.136,2.49,0.51,1,,13.748588709770196,13.488257532983164,13.549629738678034,,14.50981884057955,,14.127791666767372,15.043190661450348,14.540728643216081,14.234280155654995,14.00101851851855,100.0,60.0,20.8,1.09,0.74,16.8
0.4,0.498,0.102,2.49,0.51,1,,13.748588709770196,13.488257532983164,13.549629738678034,,14.50981884057955,,14.127791666767372,15.043190661450348,14.540728643216081,14.234280155654995,14.00101851851855,100.0,60.0,18.3,1.01,0.71,13.1
0.6,0.332,0.068,2.49,0.51,1,,13.748588709770196,13.488257532983164,13.549629738678034,,14.50981884057955,,14.127791666767372,15.043190661450348,14.540728643216081,14.234280155654995,14.00101851851855,100.0,60.0,16,0.96,0.7,10.8
0.05,0.7885,0.1615,2.49,0.51,1,,13.748588709770196,13.302374045695027,,,,,14.127791666767372,13.387363546219715,14.540728643216081,14.234280155654995,14.00101851851855,100.0,60.0,15.61,0.8,0.43,5.37
0.05,0.7885,0.1615,2.49,0.51,1,,13.748588709770196,13.344008757491187,,,,,14.127791666767372,13.387363546219715,14.540728643216081,14.234280155654995,14.00101851851855,100.0,60.0,15.97,0.81,0.44,5.69
0.05,0.7885,0.1615,2.49,0.51,1,,13.748588709770196,13.389546723518235,,,,,14.127791666767372,13.387363546219715,14.540728643216081,14.234280155654995,14.00101851851855,100.0,60.0,16.09,0.8,0.47,6.04
0.05,0.7885,0.1615,2.49,0.51,1,,13.748588709770196,13.471515062366924,,,,,14.127791666767372,13.387363546219715,14.540728643216081,14.234280155654995,14.00101851851855,100.0,60.0,16.37,0.8,0.51,6.67
0.05,0.7885,0.1615,2.49,0.51,1,,13.748588709770196,13.485826994546853,,,,,14.127791666767372,13.387363546219715,14.540728643216081,14.234280155654995,14.00101851851855,100.0,60.0,16.84,0.79,0.51,6.78
0.05,0.7885,0.1615,2.49,0.51,1,,13.748588709770196,13.533967130061162,,,,,14.127791666767372,13.387363546219715,14.540728643216081,14.234280155654995,14.00101851851855,100.0,60.0,16.98,0.78,0.54,7.15
0.05,0.7885,0.1615,2.49,0.51,1,,13.748588709770196,13.217803537359078,,,,,14.127791666767372,13.387363546219715,14.540728643216081,14.234280155654995,14.00101851851855,100.0,60.0,14.4,0.84,0.39,4.72
0.05,0.7885,0.1615,2.49,0.51,1,,13.748588709770196,13.254233910180718,,,,,14.127791666767372,13.387363546219715,14.540728643216081,14.234280155654995,14.00101851851855,100.0,60.0,14.52,0.84,0.41,5.0
0.05,0.7885,0.1615,2.49,0.51,1,,13.748588709770196,13.254233910180718,,,,,14.127791666767372,13.387363546219715,14.540728643216081,14.234280155654995,14.00101851851855,100.0,60.0,14.7,0.83,0.41,5.0
0.05,0.7885,0.1615,2.49,0.51,1,,13.748588709770196,13.311481638900437,,,,,14.127791666767372,13.387363546219715,14.540728643216081,14.234280155654995,14.00101851851855,100.0,60.0,14.91,0.83,0.44,5.44
0.05,0.7885,0.1615,2.49,0.51,1,,13.748588709770196,13.363525028645636,,,,,14.127791666767372,13.387363546219715,14.540728643216081,14.234280155654995,14.00101851851855,100.0,60.0,14.98,0.83,0.47,5.84
0.05,0.7885,0.1615,2.49,0.51,1,,13.748588709770196,13.394751062492755,,,,,14.127791666767372,13.387363546219715,14.540728643216081,14.234280155654995,14.00101851851855,100.0,60.0,15.14,0.82,0.49,6.08
0.1,0.75,0.15,2.55,0.45,1,,15.131265603223945,14.357553772778939,,,14.50981884057955,,15.271361592621036,15.043190661450348,14.540728643216081,14.86456493872716,14.00101851851855,100.0,60.0,17.92,1.168,0.7056,13.48
0.1,0.75,0.15,2.55,0.45,1,,15.131265603223945,14.488963331885568,,,14.50981884057955,,15.271361592621036,15.043190661450348,14.540728643216081,14.86456493872716,14.00101851851855,100.0,60.0,18.31,1.182,0.7064,14.49
0.1,0.75,0.15,2.55,0.45,1,,15.131265603223945,14.654201094326574,,,14.50981884057955,,15.271361592621036,15.043190661450348,14.540728643216081,14.86456493872716,14.00101851851855,100.0,60.0,18.32,1.187,0.7773,15.76
0.05,0.7885,0.1615,2.49,0.51,1,,13.748588709770196,13.488257532983164,13.549629738678034,80.0,14.50981884057955,250.0,14.127791666767372,13.387363546219715,14.540728643216081,14.234280155654995,14.00101851851855,100.0,60.0,23.5,1.11,0.77,20.1
0.05,0.7885,0.1615,2.49,0.51,1,,13.748588709770196,13.488257532983164,13.549629738678034,81.0,14.50981884057955,251.0,14.127791666767372,13.387363546219715,14.540728643216081,15.05382034437659,14.00101851851855,100.0,60.0,23.3,1.15,0.74,19.8
0.05,0.7885,0.1615,2.49,0.51,1,,13.748588709770196,13.488257532983164,13.549629738678034,82.0,14.50981884057955,252.0,14.127791666767372,13.387363546219715,14.540728643216081,15.192850178189385,14.00101851851855,100.0,60.0,23.6,1.15,0.73,19.9
0.0,0.83,0.17,2.49,0.51,1,,13.748588709770196,13.488257532983164,13.549629738678034,80.0,14.50981884057955,250.0,14.127791666767372,13.387363546219715,14.540728643216081,14.234280155654995,14.00101851851855,100.0,60.0,23.7,1.11,0.77,20.1
0.1,0.747,0.153,2.49,0.51,1,,13.748588709770196,13.488257532983164,13.549629738678034,80.0,14.50981884057955,250.0,14.127791666767372,13.387363546219715,14.540728643216081,14.234280155654995,14.00101851851855,100.0,60.0,22.3,1.09,0.73,17.8
0.0,0.83,0.17,2.49,0.51,1,,13.748588709770196,15.159048660965988,,60.0,14.50981884057955,80.0,14.127791666767372,15.043190661450348,14.540728643216081,14.234280155654995,14.00101851851855,110.0,60.0,8.507,1.02,0.4096,3.57
0.05,0.7885,0.1615,2.49,0.51,1,,13.748588709770196,15.159048660965988,,60.0,14.50981884057955,80.0,14.127791666767372,15.043190661450348,14.540728643216081,14.234280155654995,14.00101851851855,110.0,60.0,16.94,1.06,0.5784,10.42
0.08,0.7636,0.1564,2.49,0.51,1,,13.748588709770196,15.159048660965988,,60.0,14.50981884057955,80.0,14.127791666767372,15.043190661450348,14.540728643216081,14.234280155654995,14.00101851851855,110.0,60.0,21.05,1.09,0.6731,15.58
0.1,0.747,0.153,2.49,0.51,1,,13.748588709770196,15.159048660965988,,60.0,14.50981884057955,80.0,14.127791666767372,15.043190661450348,14.540728643216081,14.234280155654995,14.00101851851855,110.0,60.0,19.11,1.06,0.6374,12.55
0.15,0.7055,0.1445,2.49,0.51,1,,13.748588709770196,15.159048660965988,,60.0,14.50981884057955,80.0,14.127791666767372,15.043190661450348,14.540728643216081,14.234280155654995,14.00101851851855,110.0,60.0,18.57,0.98,0.6123,11.27
0.2,0.664,0.136,2.49,0.51,1,,13.748588709770196,15.159048660965988,,60.0,14.50981884057955,80.0,14.127791666767372,15.043190661450348,14.540728643216081,14.234280155654995,14.00101851851855,110.0,60.0,17.11,0.95,0.5499,8.92
0.08,0.8004,0.1196,2.641,0.3588,1,,13.748588709770196,13.488257532983164,13.549629738678034,,14.50981884057955,,15.422352987268296,15.043190661450348,14.540728643216081,14.234280155654995,14.00101851851855,100.0,60.0,24.13,1.1,0.676,17.82
0.05,0.875,0.075,2.835,0.225,1,,13.748588709770196,13.488257532983164,13.549629738678034,,15.497538397221334,,14.127791666767372,15.043190661450348,14.540728643216081,14.234280155654995,14.00101851851855,120.0,60.0,24.47,1.1,0.779,21.0
0.05,0.875,0.075,2.835,0.225,1,,13.748588709770196,13.488257532983164,13.549629738678034,,15.497538397221334,,14.127791666767372,15.043190661450348,14.540728643216081,14.234280155654995,15.492099669224281,120.0,60.0,24.57,1.13,0.8,22.2
0.175,0.75,0.075,2.64,0.36,0,,15.131265603223945,15.28688956584411,,,14.96385926331051,,15.271361592621036,15.043190661450348,14.540728643216081,14.234280155654995,14.00101851851855,100.0,30.0,21.24,1.09,0.7757,18.14
0.05,0.79,0.16,3.0,0.0,1,,13.748588709770196,13.488257532983164,13.549629738678034,,14.38877980662606,,14.127791666767372,15.043190661450348,14.540728643216081,14.234280155654995,14.38877980662606,100.0,60.0,22.96,0.944,0.633,13.72
0.05,0.7885,0.1615,2.7,0.3,0,,15.131265603223945,11.944967703183918,14.933470884212586,25.0,15.029404139433549,25.0,12.108966965883685,15.043190661450348,14.540728643216081,14.234280155654995,14.00101851851855,100.0,10.0,22.2,1.023,0.82,17.7
0.05,0.7885,0.1615,2.7,0.3,0,,14.698437975609995,11.944967703183918,14.933470884212586,26.0,15.029404139433549,26.0,12.108966965883685,15.043190661450348,14.540728643216081,14.234280155654995,14.00101851851855,100.0,10.0,21.2,1.027,0.76,16.1
0.05,0.7885,0.1615,2.7,0.3,0,,15.131265603223945,11.944967703183918,14.933470884212586,25.0,15.029404139433549,10.0,12.108966965883685,15.043190661450348,14.540728643216081,14.234280155654995,14.00101851851855,100.0,10.0,21.9,0.878,0.68,13.0
0.05,0.7885,0.1615,2.7,0.3,0,,15.131265603223945,11.944967703183918,14.933470884212586,25.0,15.029404139433549,45.0,12.108966965883685,15.043190661450348,14.540728643216081,14.234280155654995,14.00101851851855,100.0,10.0,22.2,1.024,0.75,17.0
0.0,0.4,0.6,3.0,0.0,1,,13.748588709770196,15.159048660965988,,,14.50981884057955,,14.127791666767372,13.387363546219715,14.540728643216081,,,,,18.96,0.992,0.692,13.4
0.05,0.79,0.15,2.45,0.55,1,,13.748588709770196,13.488257532983164,13.549629738678034,,14.50981884057955,,14.127791666767372,15.043190661450348,14.540728643216081,14.234280155654995,14.00101851851855,100.0,60.0,22.43,1.08,0.8048,19.5
0.1,0.747,0.153,2.49,0.51,1,,13.748588709770196,13.488257532983164,13.549629738678034,,14.50981884057955,,14.127791666767372,,14.2820908576484,,14.00101851851855,100.0,60.0,21.5,1.06,0.67,12.9
0.05,0.75,0.2,2.88,0.12,1,,15.131265603223945,15.569879212259472,,,14.50981884057955,,14.127791666767372,15.043190661450348,14.540728643216081,,14.00101851851855,150.0,15.0,25.19,1.13,0.804,22.97
0.07,0.9,0.03,2.76,0.24,1,,13.748588709770196,13.488257532983164,13.549629738678034,,14.50981884057955,,14.127791666767372,15.043190661450348,14.540728643216081,14.234280155654995,14.00101851851855,150.0,30.0,24.5,1.08,0.76,20.52
0.07,0.9,0.03,2.76,0.24,1,,13.748588709770196,13.488257532983164,13.549629738678034,,15.263108754345405,,14.127791666767372,15.043190661450348,14.540728643216081,14.234280155654995,15.263108754345405,150.0,30.0,23.96,1.1,0.76,20.44
0.07,0.9,0.03,2.76,0.24,1,,13.748588709770196,13.488257532983164,13.549629738678034,,15.51812136409688,,14.127791666767372,15.043190661450348,14.540728643216081,14.234280155654995,15.51812136409688,150.0,30.0,24.14,1.12,0.81,22.4
0.07,0.9,0.03,2.76,0.24,1,,13.748588709770196,13.488257532983164,13.549629738678034,,15.24702550319064,,14.127791666767372,15.043190661450348,14.540728643216081,14.234280155654995,15.480389906531611,150.0,30.0,23.85,1.15,0.79,22.11
0.07,0.9,0.03,2.76,0.24,1,,13.748588709770196,13.488257532983164,13.549629738678034,,15.24702550319064,,14.127791666767372,15.043190661450348,14.540728643216081,14.234280155654995,15.335969499988684,150.0,30.0,24.5,1.12,0.75,21.0
0.07,0.9,0.03,2.76,0.24,1,,13.748588709770196,13.488257532983164,13.549629738678034,,15.24702550319064,,14.127791666767372,15.043190661450348,14.540728643216081,14.234280155654995,14.95865492433599,150.0,30.0,21.97,1.14,0.71,18.1
0.07,0.9,0.03,2.76,0.24,1,,13.748588709770196,13.488257532983164,13.549629738678034,,15.24702550319064,,14.127791666767372,15.043190661450348,14.540728643216081,14.234280155654995,14.529296958938097,150.0,30.0,22.09,1.11,0.6,14.8
0.05,0.8075,0.1425,2.55,0.45,1,,13.748588709770196,13.488257532983164,13.549629738678034,,13.70310814673306,,14.127791666767372,12.718995012112048,14.540728643216081,14.234280155654995,14.00101851851855,100.0,60.0,14.68,1.08,0.53,8.45
0.05,0.8075,0.1425,2.55,0.45,1,,13.748588709770196,13.488257532983164,13.549629738678034,,14.499372009834607,,14.127791666767372,12.718995012112048,14.540728643216081,14.234280155654995,14.00101851851855,100.0,60.0,19.41,1.09,0.69,14.57
0.05,0.8075,0.1425,2.55,0.45,1,,13.748588709770196,13.488257532983164,13.549629738678034,,13.502741096214043,,14.127791666767372,12.718995012112048,14.540728643216081,14.234280155654995,14.00101851851855,100.0,60.0,13.65,1.05,0.48,6.91
0.05,0.8075,0.1425,2.55,0.45,1,,13.748588709770196,13.488257532983164,13.549629738678034,,14.167595400208963,,14.127791666767372,12.718995012112048,14.540728643216081,14.234280155654995,14.00101851851855,100.0,60.0,18.23,1.06,0.62,12.02
0.05,0.8075,0.1425,2.55,0.45,1,,13.748588709770196,15.257904415370884,,,15.228021373910407,,14.127791666767372,15.043190661450348,14.540728643216081,14.234280155654995,14.00101851851855,100.0,60.0,23.2,1.16,0.76,20.4
0.05,0.8075,0.1425,2.55,0.45,1,,13.748588709770196,15.569879212259472,,,15.228021373910407,,14.127791666767372,15.043190661450348,14.540728643216081,14.234280155654995,14.00101851851855,100.0,60.0,22.4,1.13,0.74,19.0
0.05,0.85,0.15,2.55,0.45,1,,13.748588709770196,14.96646143279777,,,14.50981884057955,,15.271361592621036,15.043190661450348,14.540728643216081,14.86456493872716,14.00101851851855,150.0,20.0,22.74,1.078,0.7324,18.16
0.05,0.85,0.15,2.55,0.45,1,,13.748588709770196,14.93913865318154,,,14.50981884057955,,15.271361592621036,15.043190661450348,14.540728643216081,14.86456493872716,14.00101851851855,150.0,20.0,22.27,1.098,0.7296,17.95
0.05,0.85,0.15,2.55,0.45,1,,13.748588709770196,15.009397229337559,,,14.50981884057955,,15.271361592621036,15.043190661450348,14.540728643216081,14.86456493872716,14.00101851851855,150.0,20.0,23.18,1.118,0.7627,18.49
0.0,0.85,0.15,2.55,0.45,1,,13.748588709770196,14.997687466644889,,,14.50981884057955,,14.127791666767372,15.043190661450348,14.540728643216081,14.234280155654995,14.00101851851855,100.0,60.0,21.3,1.14,0.74,18.4
0.05,0.7885,0.1615,2.49,0.51,0,,13.748588709770196,11.944967703183918,14.3211233999573,,11.599997776310113,,15.271361592621036,,14.540728643216081,14.234280155654995,14.00101851851855,100.0,60.0,20.2,0.86,,13.2
0.05,0.8,0.15,2.5,0.5,1,,15.131265603223945,15.569879212259472,,,14.50981884057955,,14.127791666767372,15.043190661450348,14.540728643216081,14.234280155654995,14.00101851851855,100.0,60.0,23.6,1.11,76,19.9
0.1,0.765,0.135,2.55,0.45,0,,15.131265603223945,15.569879212259472,,,14.50981884057955,,15.271361592621036,14.10101466327603,,14.234280155654995,14.00101851851855,,,19.81,0.95,0.7,13.41
0.05,0.7885,0.1615,2.49,0.51,0,,13.748588709770196,11.944967703183918,,,11.599997776310113,,15.271361592621036,15.043190661450348,14.540728643216081,14.234280155654995,14.00101851851855,100.0,60.0,22.28,0.94,0.72,15.06
0.05,0.54,0.41,2.94,0.06,1,,15.131265603223945,15.569879212259472,,,14.50981884057955,,14.127791666767372,15.043190661450348,14.540728643216081,,14.00101851851855,150.0,15.0,24.03,1.095,0.7477,19.68
0.05,0.54,0.41,2.94,0.06,1,,15.131265603223945,15.569879212259472,,,14.50981884057955,,14.127791666767372,15.043190661450348,14.540728643216081,,15.455669296402641,150.0,15.0,24.23,1.126,0.8035,21.92
0.0,0.976,0.024,2.928,0.072,1,,15.131265603223945,15.569879212259472,,,14.50981884057955,,15.271361592621036,15.043190661450348,14.540728643216081,,14.00101851851855,150.0,20.0,24.03,1.09,0.6801,18.59
0.03,0.945,0.025,2.925,0.075,1,,15.131265603223945,15.569879212259472,,,14.50981884057955,,15.271361592621036,15.043190661450348,14.540728643216081,,14.00101851851855,150.0,20.0,24.22,1.12,0.702,19.5
0.05,0.95,0.0,3.0,0.0,1,,15.131265603223945,15.008992549550658,,,14.50981884057955,,15.271361592621036,15.043190661450348,14.540728643216081,14.234280155654995,14.36215413943355,130.0,5.0,19.66,1.12,0.6434,14.17
0.1,0.9,0.0,3.0,0.0,1,,15.131265603223945,15.008992549550658,,,14.50981884057955,,15.271361592621036,15.043190661450348,14.540728643216081,14.234280155654995,14.36215413943355,130.0,5.0,20.36,1.11,0.706,15.96
0.15,0.85,0.0,3.0,0.0,1,,15.131265603223945,15.008992549550658,,,14.50981884057955,,15.271361592621036,15.043190661450348,14.540728643216081,14.234280155654995,14.36215413943355,130.0,5.0,21.4,1.12,0.6969,16.7
0.2,0.8,0.0,3.0,0.0,1,,15.131265603223945,15.008992549550658,,,14.50981884057955,,15.271361592621036,15.043190661450348,14.540728643216081,14.234280155654995,14.36215413943355,130.0,5.0,19.56,1.1,0.6895,14.48
