Cs,FA,MA,I,Br,structure,bandgap,substrate,ETL,ETL-2,ETLthickness,HTL,HTLthickness,electrode,depositionProcedure,depositionMethod,Anti-solvent,PrecursorSolvent,AnnealingTemperature,AnnealingTime,Jsc,Voc,FF,PCE
0.25,0.75,0.0,3.0,0.0,1,,15.131265603223945,15.008992549550658,,,14.50981884057955,,15.271361592621036,15.043190661450348,14.540728643216081,14.234280155654995,14.36215413943355,130.0,5.0,19.5,1.1,0.6344,13.61
0.15,0.8,0.05,3.0,0.0,1,,15.131265603223945,15.008992549550658,,,14.50981884057955,,15.271361592621036,15.043190661450348,14.540728643216081,14.234280155654995,14.36215413943355,110.0,5.0,22.72,1.12,0.7204,18.33
0.15,0.75,0.1,3.0,0.0,1,,15.131265603223945,15.008992549550658,,,14.50981884057955,,15.271361592621036,15.043190661450348,14.540728643216081,14.234280155654995,14.36215413943355,110.0,5.0,23.15,1.13,0.7681,20.09
0.15,0.7,0.15,3.0,0.0,1,,15.131265603223945,15.008992549550658,,,14.50981884057955,,15.271361592621036,15.043190661450348,14.540728643216081,14.234280155654995,14.36215413943355,110.0,5.0,23.08,1.13,0.7494,19.54
0.15,0.6,0.25,3.0,0.0,1,,15.131265603223945,15.008992549550658,,,14.50981884057955,,15.271361592621036,15.043190661450348,14.540728643216081,14.234280155654995,14.36215413943355,110.0,5.0,22.81,1.12,0.714,18.24
0.0,1.0,0.0,3.0,0.0,1,,15.131265603223945,15.008992549550658,,,14.50981884057955,,15.271361592621036,15.043190661450348,14.540728643216081,14.234280155654995,14.36215413943355,150.0,5.0,18.82,1.11,0.6284,13.11
0.05,0.7885,0.1615,2.515,0.4845,0,,15.131265603223945,15.438223786374428,,,14.724459670482593,,15.422352987268296,13.387363546219715,14.540728643216081,15.164991764957216,14.00101851851855,100.0,60.0,21.1,0.94,0.821,16.3
0.05,0.7885,0.1615,2.515,0.4845,0,,15.131265603223945,15.438223786374428,,,14.997687466644889,,15.422352987268296,13.387363546219715,14.540728643216081,15.164991764957216,14.00101851851855,100.0,60.0,22.2,1.03,0.808,18.4
0.05,0.7885,0.1615,2.515,0.4845,0,,15.131265603223945,15.438223786374428,,,15.049730856390088,,15.422352987268296,13.387363546219715,14.540728643216081,15.164991764957216,14.00101851851855,100.0,60.0,22.2,1.07,0.798,18.8
0.05,0.7885,0.1615,2.515,0.4845,0,,15.131265603223945,15.438223786374428,,,14.91962238202709,,15.422352987268296,13.387363546219715,14.540728643216081,15.164991764957216,14.00101851851855,100.0,60.0,22,1.08,0.753,17.8
0.05,0.7885,0.1615,2.515,0.4845,0,,15.131265603223945,15.438223786374428,,,14.607362043555895,,15.422352987268296,13.387363546219715,14.540728643216081,15.164991764957216,14.00101851851855,100.0,60.0,21.6,1.09,0.65,15.4
0.05,0.7885,0.1615,2.515,0.4845,0,,15.131265603223945,15.438223786374428,,,15.192850178189385,,15.422352987268296,13.387363546219715,14.540728643216081,15.164991764957216,14.00101851851855,100.0,60.0,22.5,1.11,0.799,19.9
0.05,0.76,0.19,2.43,0.57,1,,13.748588709770196,13.488257532983164,13.549629738678034,,14.241757230595871,,14.127791666767372,15.043190661450348,14.540728643216081,14.234280155654995,14.00101851851855,,,18.5,0.991,0.7,12.59
0.05,0.7885,0.1615,2.49,0.51,0,,13.748588709770196,15.438223786374428,,,15.029404139433549,,15.271361592621036,15.043190661450348,14.540728643216081,14.234280155654995,14.00101851851855,100.0,60.0,20.29,,,13.7
0.05,0.7885,0.1615,2.49,0.51,1,,13.748588709770196,13.488257532983164,13.549629738678034,,14.50981884057955,,14.127791666767372,15.043190661450348,14.540728643216081,14.234280155654995,14.00101851851855,100.0,30.0,22.4,1.1,0.78,19.2
0.0,0.83,0.17,2.49,0.51,1,,13.748588709770196,13.488257532983164,13.549629738678034,,14.50981884057955,,14.127791666767372,15.043190661450348,14.540728643216081,14.234280155654995,14.00101851851855,100.0,30.0,19.2,1.1,0.77,16.3
0.1,0.747,0.153,2.49,0.51,1,,13.748588709770196,13.488257532983164,,,14.50981884057955,,15.422352987268296,15.043190661450348,14.540728643216081,14.234280155654995,14.00101851851855,100.0,60.0,18,1.09,0.72,14.1
0.1,0.747,0.153,2.49,0.51,1,,13.748588709770196,13.488257532983164,13.549629738678034,,14.50981884057955,,15.422352987268296,15.043190661450348,14.540728643216081,14.234280155654995,14.00101851851855,100.0,60.0,23.5,1.11,0.77,20.0
0.1,0.747,0.153,2.49,0.51,1,,13.748588709770196,14.369822431262456,,,14.50981884057955,,15.422352987268296,15.043190661450348,14.540728643216081,14.234280155654995,14.00101851851855,100.0,60.0,15.1,1.03,0.63,9.8
0.1,0.747,0.153,2.49,0.51,1,,13.748588709770196,14.369822431262456,13.549629738678034,,14.50981884057955,,15.422352987268296,15.043190661450348,14.540728643216081,14.234280155654995,14.00101851851855,100.0,60.0,21.8,1.1,0.73,17.5
0.05,0.8,0.15,2.55,0.45,1,,13.748588709770196,13.488257532983164,,,14.50981884057955,,14.127791666767372,15.043190661450348,14.540728643216081,14.234280155654995,14.00101851851855,100.0,60.0,22.39,1.104,0.75,18.24
0.05,0.8,0.15,2.55,0.45,1,,13.748588709770196,13.488257532983164,,,14.50981884057955,,14.127791666767372,15.043190661450348,14.540728643216081,14.234280155654995,15.071849297031797,100.0,60.0,22.51,1.116,0.76,18.97
0.05,0.8,0.15,2.55,0.45,1,,13.748588709770196,13.488257532983164,,,14.50981884057955,,14.127791666767372,15.043190661450348,14.540728643216081,14.234280155654995,15.178538246009456,100.0,60.0,22.82,1.145,0.76,19.79
0.05,0.8,0.15,2.55,0.45,1,,13.748588709770196,13.488257532983164,,,14.50981884057955,,14.127791666767372,13.387363546219715,14.540728643216081,14.234280155654995,14.950848415874209,100.0,60.0,22.31,1.085,0.76,18.04
0.0,0.95,0.05,2.94,0.06,1,,13.748588709770196,13.488257532983164,13.549629738678034,,14.50981884057955,,14.127791666767372,13.387363546219715,14.540728643216081,14.234280155654995,14.00101851851855,150.0,30.0,20.18,0.972,0.665,13.04
0.06,0.8,0.14,2.58,0.42,1,,13.748588709770196,15.159048660965988,,,14.50981884057955,,15.271361592621036,15.043190661450348,14.540728643216081,14.234280155654995,14.00101851851855,100.0,30.0,23.06,1.09,0.779,19.61
0.06,0.8,0.14,2.58,0.42,1,,13.748588709770196,15.159048660965988,,,14.50981884057955,,15.271361592621036,15.043190661450348,14.540728643216081,14.234280155654995,15.385410720246622,100.0,30.0,23.46,1.12,0.807,21.38
0.06,0.8,0.14,2.58,0.42,1,,13.748588709770196,15.159048660965988,,,14.50981884057955,,15.271361592621036,15.043190661450348,14.540728643216081,14.234280155654995,15.384109635502993,100.0,30.0,23.65,1.1,0.814,21.37
0.06,0.8,0.14,2.58,0.42,1,,13.748588709770196,15.159048660965988,,,14.50981884057955,,15.271361592621036,15.043190661450348,14.540728643216081,14.234280155654995,15.47908882178798,100.0,30.0,23.86,1.13,0.818,22.1
0.06,0.8,0.14,2.58,0.42,1,,13.748588709770196,15.159048660965988,,,14.50981884057955,,15.271361592621036,15.043190661450348,14.540728643216081,14.234280155654995,15.332066245757794,100.0,30.0,23.53,1.09,0.816,20.97
0.06,0.8,0.14,2.58,0.42,1,,13.748588709770196,15.159048660965988,,,14.50981884057955,,15.271361592621036,15.043190661450348,14.540728643216081,14.234280155654995,15.282625025499854,100.0,30.0,23.83,1.09,0.792,20.59
0.065,0.6545,0.2805,2.67,0.33,1,,15.131265603223945,15.569879212259472,,,14.27818760341751,,12.108966965883685,15.043190661450348,14.540728643216081,,14.00101851851855,150.0,15.0,21.12,1.02,0.6057,12.87
0.065,0.6545,0.2805,2.67,0.33,1,,15.131265603223945,15.569879212259472,,,14.430414518422218,,12.108966965883685,15.043190661450348,14.540728643216081,,14.00101851851855,150.0,15.0,22.23,1.04,0.6215,14.04
0.065,0.6545,0.2805,2.67,0.33,1,,15.131265603223945,15.569879212259472,,,14.456436213294818,,12.108966965883685,15.043190661450348,14.540728643216081,,14.00101851851855,150.0,15.0,22.43,1.03,0.6248,14.24
0.065,0.6545,0.2805,2.67,0.33,1,,15.131265603223945,15.569879212259472,,,14.563125162272476,,12.108966965883685,15.043190661450348,14.540728643216081,,14.00101851851855,150.0,15.0,23.43,1.02,0.6196,15.06
0.065,0.6545,0.2805,2.67,0.33,1,,15.131265603223945,15.569879212259472,,,14.449930789576667,,12.108966965883685,15.043190661450348,14.540728643216081,,14.00101851851855,150.0,15.0,22.36,1.02,0.6199,14.19
0.05,0.7885,0.1615,2.49,0.51,1,,15.131265603223945,15.569879212259472,,,14.50981884057955,,14.127791666767372,15.043190661450348,14.540728643216081,14.234280155654995,14.00101851851855,110.0,50.0,22.25,1.116,0.768,19.07
0.05,0.7885,0.1615,2.49,0.51,1,,15.131265603223945,15.569879212259472,,,15.211065364600206,,14.127791666767372,15.043190661450348,14.540728643216081,14.234280155654995,14.00101851851855,110.0,50.0,23.09,1.137,0.763,20.04
0.05,0.7885,0.1615,2.49,0.51,1,,15.131265603223945,15.569879212259472,,,15.390615059221142,,14.127791666767372,15.043190661450348,14.540728643216081,14.234280155654995,14.00101851851855,110.0,50.0,23.74,1.16,0.778,21.42
0.05,0.7885,0.1615,2.49,0.51,1,,15.131265603223945,15.569879212259472,,,15.242291398447325,,14.127791666767372,15.043190661450348,14.540728643216081,14.234280155654995,14.00101851851855,110.0,50.0,22.81,1.152,0.772,20.28
0.05,0.7885,0.1615,2.49,0.51,1,,13.748588709770196,14.892146700255825,,,14.50981884057955,,14.127791666767372,13.387363546219715,14.908969235021235,14.234280155654995,14.00101851851855,100.0,60.0,23.3,1.08,0.738,17.3
0.05,0.7885,0.1615,2.49,0.51,1,,13.748588709770196,14.892146700255825,,,14.50981884057955,,14.127791666767372,13.387363546219715,14.908969235021235,14.646394585864794,14.00101851851855,100.0,60.0,23.1,1.09,0.627,15.7
0.05,0.7885,0.1615,2.49,0.51,1,,13.748588709770196,14.892146700255825,,,14.50981884057955,,14.127791666767372,13.387363546219715,14.908969235021235,14.984676619208589,14.00101851851855,100.0,60.0,24.8,1.1,0.696,18.3
0.0,0.85,0.15,2.55,0.45,1,,15.131265603223945,15.569879212259472,,,14.50981884057955,,14.127791666767372,15.043190661450348,14.540728643216081,15.05382034437659,14.00101851851855,130.0,30.0,20.92,1.12,0.6557,15.46
0.0,0.85,0.15,2.55,0.45,1,,15.131265603223945,15.569879212259472,,,14.50981884057955,,14.127791666767372,15.043190661450348,14.540728643216081,14.799922585613132,14.00101851851855,130.0,30.0,21.68,1.14,0.6744,16.88
0.0,0.85,0.15,2.55,0.45,1,,15.131265603223945,15.569879212259472,,,14.50981884057955,,14.127791666767372,15.043190661450348,14.540728643216081,14.91311695830894,14.00101851851855,130.0,30.0,21.95,1.15,0.7057,17.75
0.0,0.85,0.15,2.55,0.45,1,,15.131265603223945,15.569879212259472,,,14.50981884057955,,14.127791666767372,15.043190661450348,14.540728643216081,14.993784212413999,14.00101851851855,130.0,30.0,22.56,1.15,0.7263,18.37
0.0,0.85,0.15,2.55,0.45,1,,15.131265603223945,15.569879212259472,,,14.50981884057955,,14.127791666767372,15.043190661450348,14.540728643216081,14.883192009205452,14.00101851851855,130.0,30.0,21.74,1.16,0.6985,17.52
0.0,0.85,0.15,2.55,0.45,1,,15.131265603223945,15.569879212259472,,,14.50981884057955,,14.127791666767372,15.043190661450348,14.540728643216081,14.234280155654995,14.00101851851855,130.0,30.0,22.13,1.15,0.7141,18.17
0.0,0.85,0.15,2.55,0.45,1,,15.131265603223945,15.569879212259472,,,14.50981884057955,,14.127791666767372,15.043190661450348,14.540728643216081,14.816836687280322,14.00101851851855,130.0,30.0,20.92,1.11,0.7322,17.01
0.05,0.79,0.16,2.5,0.5,1,,15.131265603223945,15.159048660965988,,,14.359892856719421,,14.127791666767372,15.043190661450348,14.540728643216081,14.234280155654995,14.475952484449268,100.0,60.0,19.4,1.04,0.71,14.39
0.05,0.79,0.16,2.5,0.5,1,,15.131265603223945,15.159048660965988,,,14.359892856719421,,14.127791666767372,15.043190661450348,14.540728643216081,14.234280155654995,14.00101851851855,100.0,60.0,17.36,1.03,0.71,12.77
0.17,0.83,0.0,1.8,1.2,0,,15.131265603223945,15.438223786374428,14.641134841501424,,15.76762475068065,,15.271361592621036,,14.540728643216081,14.864158233543485,14.00101851851855,100.0,30.0,16.1,1.08,0.75,12.7
0.17,0.83,0.0,1.8,1.2,0,,15.131265603223945,15.438223786374428,14.641134841501424,,14.4252101794477,,15.271361592621036,,14.540728643216081,14.864158233543485,14.00101851851855,100.0,30.0,16.7,1.13,0.79,14.0
0.17,0.83,0.0,1.8,1.2,0,,15.131265603223945,15.438223786374428,14.641134841501424,,14.581340348683296,,15.271361592621036,,14.540728643216081,14.864158233543485,14.00101851851855,100.0,30.0,17,1.21,0.75,15.2
0.17,0.83,0.0,1.8,1.2,0,,15.131265603223945,15.438223786374428,14.641134841501424,,14.685427128173695,,15.271361592621036,,14.540728643216081,14.864158233543485,14.00101851851855,100.0,30.0,17.3,1.22,0.77,16.0
0.17,0.83,0.0,1.8,1.2,0,,15.131265603223945,15.438223786374428,14.641134841501424,,14.815535602536691,,15.271361592621036,,14.540728643216081,14.864158233543485,15.03652243629475,150.0,10.0,17.2,1.25,0.78,17.0
0.05,0.88,0.07,3.0,0.0,0,,13.748588709770196,11.944967703183918,14.641134841501424,,15.764026380642946,,15.271361592621036,13.387363546219715,14.540728643216081,15.764026380642946,14.00101851851855,100.0,15.0,25.08,1.167,0.8401,24.29
0.05,0.8,0.15,2.85,0.15,1,,13.748588709770196,15.569879212259472,,,14.50981884057955,,15.271361592621036,,,,,,,24.02,1.09,0.76,19.93
1.0,0.0,0.0,1.0,2.0,1,,13.748588709770196,13.488257532983164,,,14.50981884057955,,15.271361592621036,15.043190661450348,14.540728643216081,,14.36215413943355,225.0,10.0,11.5,1.26,0.73,10.6
0.0,0.0,1.0,3.0,0.0,0,1.6,15.131265603223945,11.944967703183918,,,11.599997776310113,,15.271361592621036,15.043190661450348,14.540728643216081,14.234280155654995,14.00101851851855,100.0,10.0,19.6,0.92,0.73,14.07
0.0,0.4,0.6,3.0,0.0,1,1.53,13.748588709770196,13.488257532983164,13.549629738678034,,14.50981884057955,,14.127791666767372,15.043190661450348,14.540728643216081,11.813466461809323,14.198525610001711,75.0,10.0,21.2,1.003,0.7,14.9
0.0,0.4,0.6,3.0,0.0,0,1.53,15.131265603223945,11.944967703183918,,,11.599997776310113,,14.2951017050847,15.043190661450348,14.540728643216081,11.813466461809323,14.198525610001711,100.0,120.0,18.95,0.943,0.731,13.0
0.0,0.87,0.13,3.0,0.0,1,1.52,13.748588709770196,13.488257532983164,,,14.50981884057955,,14.127791666767372,15.043190661450348,14.540728643216081,11.813466461809323,14.198525610001711,,,15.7,1.0,0.56,8.73
0.0,0.0,1.0,3.0,0.0,1,,13.748588709770196,13.488257532983164,13.549629738678034,,14.50981884057955,,14.127791666767372,13.387363546219715,14.540728643216081,11.813466461809323,14.36215413943355,100.0,60.0,19.79,0.987,0.7418,14.49
0.0,0.15,0.85,3.0,0.0,1,,13.748588709770196,13.488257532983164,13.549629738678034,,14.50981884057955,,14.127791666767372,13.387363546219715,14.540728643216081,11.813466461809323,14.36215413943355,100.0,60.0,19.9,0.994,0.7332,14.5
0.0,0.3,0.7,3.0,0.0,1,,13.748588709770196,13.488257532983164,13.549629738678034,,14.50981884057955,,14.127791666767372,13.387363546219715,14.540728643216081,11.813466461809323,14.36215413943355,100.0,60.0,19.84,0.899,0.7139,12.73
0.0,0.4,0.6,3.0,0.0,1,1.53,13.748588709770196,13.488257532983164,13.549629738678034,,14.50981884057955,,14.127791666767372,13.387363546219715,14.540728643216081,11.813466461809323,14.36215413943355,100.0,60.0,20.87,0.975,0.6997,14.23
0.0,0.5,0.5,3.0,0.0,1,,13.748588709770196,13.488257532983164,13.549629738678034,,14.50981884057955,,14.127791666767372,13.387363546219715,14.540728643216081,11.813466461809323,14.36215413943355,120.0,60.0,19.92,0.929,0.5499,10.18
0.0,0.85,0.15,3.0,0.0,1,,13.748588709770196,13.488257532983164,13.549629738678034,,14.50981884057955,,14.127791666767372,13.387363546219715,14.540728643216081,11.813466461809323,14.36215413943355,150.0,60.0,15.66,0.805,0.598,7.53
0.0,1.0,0.0,3.0,0.0,1,,13.748588709770196,13.488257532983164,13.549629738678034,,14.50981884057955,,14.127791666767372,13.387363546219715,14.540728643216081,11.813466461809323,14.36215413943355,150.0,60.0,17.55,0.802,0.655,9.22
0.0,0.4,0.6,3.0,0.0,0,1.55,15.131265603223945,15.438223786374428,14.641134841501424,,15.76762475068065,,15.422352987268296,13.387363546219715,14.540728643216081,11.813466461809323,14.984676619208589,100.0,60.0,23,1.03,0.77,18.3
0.0,0.4,0.6,3.0,0.0,0,1.53,15.131265603223945,11.944967703183918,,,11.599997776310113,,15.271361592621036,15.043190661450348,14.540728643216081,11.813466461809323,14.33153207790634,100.0,5.0,20.96,0.979,0.647,13.28
0.0,0.75,0.25,3.0,0.0,1,1.545,13.748588709770196,13.488257532983164,13.549629738678034,,14.50981884057955,,14.127791666767372,13.387363546219715,14.540728643216081,11.813466461809323,14.198525610001711,140.0,10.0,21.1,1.03,0.7138,15.51
0.0,0.0,1.0,3.0,0.0,0,1.52,15.131265603223945,11.944967703183918,,,11.599997776310113,,12.108966965883685,13.387363546219715,14.540728643216081,11.813466461809323,11.742799527037969,110.0,10.0,8.89,0.89,0.7,5.51
0.05,0.0,0.95,3.0,0.0,0,1.51,15.131265603223945,11.944967703183918,,,11.599997776310113,,12.108966965883685,13.387363546219715,14.540728643216081,11.813466461809323,11.742799527037969,110.0,10.0,8.69,1.01,0.72,6.29
0.1,0.0,0.9,3.0,0.0,0,1.54,15.131265603223945,11.944967703183918,,,11.599997776310113,,12.108966965883685,13.387363546219715,14.540728643216081,11.813466461809323,11.742799527037969,110.0,10.0,10.1,1.05,0.73,7.68
0.2,0.0,0.8,3.0,0.0,0,1.57,15.131265603223945,11.944967703183918,,,11.599997776310113,,12.108966965883685,13.387363546219715,14.540728643216081,11.813466461809323,11.742799527037969,110.0,10.0,6.76,1.04,0.65,4.58
0.3,0.0,0.7,3.0,0.0,0,1.58,15.131265603223945,11.944967703183918,,,11.599997776310113,,12.108966965883685,13.387363546219715,14.540728643216081,11.813466461809323,11.742799527037969,110.0,10.0,5.85,1.04,0.62,3.78
0.4,0.0,0.6,3.0,0.0,0,1.62,15.131265603223945,11.944967703183918,,,11.599997776310113,,12.108966965883685,13.387363546219715,14.540728643216081,11.813466461809323,11.742799527037969,110.0,10.0,4.26,1.03,0.57,2.5
0.6,0.0,0.4,3.0,0.0,0,1.68,15.131265603223945,11.944967703183918,,,11.599997776310113,,12.108966965883685,13.387363546219715,14.540728643216081,11.813466461809323,11.742799527037969,110.0,10.0,1.5,1.01,0.52,0.79
0.8,0.0,0.2,3.0,0.0,0,1.72,15.131265603223945,11.944967703183918,,,11.599997776310113,,12.108966965883685,13.387363546219715,14.540728643216081,11.813466461809323,11.742799527037969,110.0,10.0,0.58,0.84,0.46,0.22
1.0,0.0,0.0,3.0,0.0,0,2.05,15.131265603223945,11.944967703183918,,,11.599997776310113,,12.108966965883685,13.387363546219715,14.540728643216081,11.813466461809323,11.742799527037969,110.0,10.0,0.26,0.79,0.45,0.09
0.1,0.9,0.0,3.0,0.0,1,1.55,13.748588709770196,13.488257532983164,,,14.50981884057955,,15.271361592621036,13.387363546219715,14.540728643216081,15.164991764957216,14.198525610001711,150.0,5.0,23.5,1.06,0.663,16.5
0.0,1.0,0.0,3.0,0.0,1,,13.748588709770196,13.488257532983164,,,14.50981884057955,,15.271361592621036,12.718995012112048,14.540728643216081,11.813466461809323,14.00101851851855,170.0,10.0,19.69,1.06,0.68,14.2
0.15,0.85,0.0,3.0,0.0,1,1.52,13.748588709770196,13.488257532983164,,,14.50981884057955,,15.271361592621036,12.718995012112048,14.540728643216081,11.813466461809323,14.00101851851855,170.0,10.0,20.39,1.06,0.74,16.1
0.3,0.7,0.0,3.0,0.0,1,,13.748588709770196,13.488257532983164,,,14.50981884057955,,15.271361592621036,12.718995012112048,14.540728643216081,11.813466461809323,14.00101851851855,170.0,10.0,19.46,1.04,0.73,14.8
0.45,0.55,0.0,3.0,0.0,1,,13.748588709770196,13.488257532983164,,,14.50981884057955,,15.271361592621036,12.718995012112048,14.540728643216081,11.813466461809323,14.00101851851855,170.0,10.0,18.09,0.94,0.56,9.6
0.7,0.3,0.0,3.0,0.0,1,,13.748588709770196,13.488257532983164,,,14.50981884057955,,15.271361592621036,12.718995012112048,14.540728643216081,11.813466461809323,14.00101851851855,170.0,10.0,18.08,1.0,0.56,10.2
0.2,0.8,0.0,3.0,0.0,1,1.56,13.748588709770196,13.488257532983164,13.549629738678034,,14.50981884057955,,14.127791666767372,15.043190661450348,14.540728643216081,14.234280155654995,14.00101851851855,100.0,10.0,21.5,1.017,0.701,15.69
0.2,0.8,0.0,2.84,0.16,1,1.58,13.748588709770196,13.488257532983164,13.549629738678034,,14.50981884057955,,14.127791666767372,15.043190661450348,14.540728643216081,14.234280155654995,14.00101851851855,100.0,10.0,21.9,1.073,0.742,17.35
0.0,0.83,0.17,1.8,1.2,1,1.74,13.748588709770196,15.569879212259472,14.734614611936987,,14.50981884057955,,15.271361592621036,13.387363546219715,14.540728643216081,,14.198525610001711,185.0,90.0,19.4,1.2,0.751,17.1
0.0,1.0,0.0,3.0,0.0,1,1.52,13.748588709770196,13.488257532983164,13.549629738678034,,14.50981884057955,,14.127791666767372,15.043190661450348,14.540728643216081,14.234280155654995,14.00101851851855,150.0,30.0,13.5,0.99,0.36,4.8
0.0,1.0,0.0,2.5,0.5,1,1.97,13.748588709770196,13.488257532983164,13.549629738678034,,14.50981884057955,,14.127791666767372,15.043190661450348,14.540728643216081,14.234280155654995,14.00101851851855,100.0,30.0,14.3,1.2,0.56,9.6
0.0,1.0,0.0,2.0,1.0,1,2.27,13.748588709770196,13.488257532983164,13.549629738678034,,14.50981884057955,,14.127791666767372,15.043190661450348,14.540728643216081,14.234280155654995,14.00101851851855,100.0,30.0,3.9,0.99,0.5,1.9
0.0,1.0,0.0,1.5,1.5,1,1.91,13.748588709770196,13.488257532983164,13.549629738678034,,14.50981884057955,,14.127791666767372,15.043190661450348,14.540728643216081,14.234280155654995,14.00101851851855,100.0,30.0,7.1,1.06,0.5,3.7
0.0,1.0,0.0,1.0,2.0,1,1.97,13.748588709770196,13.488257532983164,13.549629738678034,,14.50981884057955,,14.127791666767372,15.043190661450348,14.540728643216081,14.234280155654995,14.00101851851855,100.0,30.0,12.8,1.14,0.52,7.5
0.0,1.0,0.0,0.5,2.5,1,2.1,13.748588709770196,13.488257532983164,13.549629738678034,,14.50981884057955,,14.127791666767372,15.043190661450348,14.540728643216081,14.234280155654995,14.00101851851855,100.0,30.0,9.7,1.06,0.49,5.0
0.0,1.0,0.0,0.0,3.0,1,2.27,13.748588709770196,13.488257532983164,13.549629738678034,,14.50981884057955,,14.127791666767372,15.043190661450348,14.540728643216081,14.234280155654995,14.00101851851855,100.0,30.0,7.5,1.14,0.58,5.0
0.0,0.83,0.17,3.0,0.0,1,1.53,13.748588709770196,13.488257532983164,13.549629738678034,,14.50981884057955,,14.127791666767372,15.043190661450348,14.540728643216081,14.234280155654995,14.00101851851855,100.0,30.0,21.5,0.92,0.61,12.1
0.0,0.83,0.17,2.5,0.5,1,1.63,13.748588709770196,13.488257532983164,13.549629738678034,,14.50981884057955,,14.127791666767372,15.043190661450348,14.540728643216081,14.234280155654995,14.00101851851855,100.0,30.0,22.7,1.1,0.7,17.4
0.0,0.83,0.17,2.0,1.0,1,1.68,13.748588709770196,13.488257532983164,13.549629738678034,,14.50981884057955,,14.127791666767372,15.043190661450348,14.540728643216081,14.234280155654995,14.00101851851855,100.0,30.0,19.1,1.18,0.65,14.7
0.0,0.83,0.17,1.5,1.5,1,1.87,13.748588709770196,13.488257532983164,13.549629738678034,,14.50981884057955,,14.127791666767372,15.043190661450348,14.540728643216081,14.234280155654995,14.00101851851855,100.0,30.0,15.6,1.15,0.63,11.4
0.0,0.83,0.17,1.0,2.0,1,1.98,13.748588709770196,13.488257532983164,13.549629738678034,,14.50981884057955,,14.127791666767372,15.043190661450348,14.540728643216081,14.234280155654995,14.00101851851855,100.0,30.0,11.1,0.98,0.54,5.8
0.0,0.83,0.17,0.5,2.5,1,2.11,13.748588709770196,13.488257532983164,13.549629738678034,,14.50981884057955,,14.127791666767372,15.043190661450348,14.540728643216081,14.234280155654995,14.00101851851855,100.0,30.0,8.8,0.88,0.43,3.3
0.0,0.83,0.17,0.0,3.0,1,2.28,13.748588709770196,13.488257532983164,13.549629738678034,,14.50981884057955,,14.127791666767372,15.043190661450348,14.540728643216081,14.234280155654995,14.00101851851855,100.0,30.0,7,1.42,0.65,6.5
0.0,0.67,0.33,3.0,0.0,1,1.53,13.748588709770196,13.488257532983164,13.549629738678034,,14.50981884057955,,14.127791666767372,15.043190661450348,14.540728643216081,14.234280155654995,14.00101851851855,100.0,30.0,22.7,0.97,0.63,13.9
0.0,0.67,0.33,2.5,0.5,1,1.64,13.748588709770196,13.488257532983164,13.549629738678034,,14.50981884057955,,14.127791666767372,15.043190661450348,14.540728643216081,14.234280155654995,14.00101851851855,100.0,30.0,23.7,1.14,0.76,20.7
0.0,0.67,0.33,2.0,1.0,1,1.68,13.748588709770196,13.488257532983164,13.549629738678034,,14.50981884057955,,14.127791666767372,15.043190661450348,14.540728643216081,14.234280155654995,14.00101851851855,100.0,30.0,21.4,1.15,0.75,18.5
0.0,0.67,0.33,1.5,1.5,1,1.85,13.748588709770196,13.488257532983164,13.549629738678034,,14.50981884057955,,14.127791666767372,15.043190661450348,14.540728643216081,14.234280155654995,14.00101851851855,100.0,30.0,15.3,1.11,0.69,11.7
0.0,0.67,0.33,1.0,2.0,1,1.97,13.748588709770196,13.488257532983164,13.549629738678034,,14.50981884057955,,14.127791666767372,15.043190661450348,14.540728643216081,14.234280155654995,14.00101851851855,100.0,30.0,9.5,1.0,0.59,5.6
0.0,0.67,0.33,0.5,2.5,1,2.11,13.748588709770196,13.488257532983164,13.549629738678034,,14.50981884057955,,14.127791666767372,15.043190661450348,14.540728643216081,14.234280155654995,14.00101851851855,100.0,30.0,7.2,0.92,0.51,3.4
